Date,LastPrice
29.6.2007,1304.34
31.7.2007,1315.22
31.8.2007,1331.34
28.9.2007,1341.44
31.10.2007,1353.49
30.11.2007,1377.83
31.12.2007,1381.7
31.1.2008,1404.91
29.2.2008,1406.86
31.3.2008,1411.66
30.4.2008,1408.71
30.5.2008,1398.38
30.6.2008,1397.26
31.7.2008,1396.11
29.8.2008,1409.36
30.9.2008,1390.43
31.10.2008,1357.61
28.11.2008,1401.8
31.12.2008,1454.1
30.1.2009,1441.27
27.2.2009,1435.83
31.3.2009,1455.7
30.4.2009,1462.75
29.5.2009,1473.36
30.6.2009,1481.74
31.7.2009,1505.64
31.8.2009,1521.23
30.9.2009,1537.21
30.10.2009,1544.8
30.11.2009,1564.8
31.12.2009,1540.34
29.1.2010,1563.87
26.2.2010,1569.71
31.3.2010,1567.78
30.4.2010,1584.1
31.5.2010,1597.43
30.6.2010,1622.48
30.7.2010,1639.8
31.8.2010,1660.89
30.9.2010,1662.66
29.10.2010,1668.58
30.11.2010,1658.99
31.12.2010,1641.1
31.1.2011,1643.01
28.2.2011,1647.12
31.3.2011,1648.03
29.4.2011,1668.95
31.5.2011,1690.73
30.6.2011,1685.78
29.7.2011,1712.53
31.8.2011,1737.55
30.9.2011,1750.19
31.10.2011,1752.07
30.11.2011,1750.55
30.12.2011,1769.79
31.1.2012,1785.33
29.2.2012,1784.92
30.3.2012,1775.14
30.4.2012,1794.82
31.5.2012,1811.06
29.6.2012,1811.77
31.7.2012,1836.76
31.8.2012,1837.96
28.9.2012,1840.49
31.10.2012,1844.11
30.11.2012,1847.02
31.12.2012,1844.39
31.1.2013,1831.49
28.2.2013,1840.67
29.3.2013,1842.14
30.4.2013,1860.78
31.5.2013,1827.58
28.6.2013,1799.31
31.7.2013,1801.77
30.8.2013,1792.56
30.9.2013,1809.53
31.10.2013,1824.16
29.11.2013,1817.33
31.12.2013,1807.06
31.1.2014,1833.76
28.2.2014,1843.51
31.3.2014,1840.37
30.4.2014,1855.9
30.5.2014,1877.03
30.6.2014,1878
31.7.2014,1873.29
29.8.2014,1893.97
30.9.2014,1881.11
31.10.2014,1899.6
28.11.2014,1913.08
31.12.2014,1914.87
30.1.2015,1955.02
27.2.2015,1936.64
31.3.2015,1945.63
30.4.2015,1938.65
29.5.2015,1933.98
30.6.2015,1912.89
31.7.2015,1926.19
31.8.2015,1923.42
30.9.2015,1936.43
30.10.2015,1936.76
30.11.2015,1931.64
31.12.2015,1925.4
29.1.2016,1951.89
29.2.2016,1965.74
31.3.2016,1983.77
29.4.2016,1991.39
31.5.2016,1991.9
30.6.2016,2027.69
29.7.2016,2040.51
31.8.2016,2038.18
30.9.2016,2036.98
31.10.2016,2021.4
30.11.2016,1973.59
30.12.2016,1976.37
31.1.2017,1980.25
28.2.2017,1993.56
31.3.2017,1992.51
28.4.2017,2007.89
31.5.2017,2023.34
30.6.2017,2021.31
31.7.2017,2030.01
31.8.2017,2048.21
29.9.2017,2038.46
31.10.2017,2039.64
30.11.2017,2037.02
29.12.2017,2046.37
31.1.2018,2022.8
28.2.2018,2003.63
30.3.2018,2016.48
30.4.2018,2001.48
31.5.2018,2015.76
29.6.2018,2013.28
31.7.2018,2013.76
31.8.2018,2026.72
28.9.2018,2013.76
31.10.2018,2036.17
30.11.2018,1997.76
31.12.2018,2046.6
31.1.2019,2068.34
28.2.2019,2067.14
29.3.2019,2106.83
30.4.2019,2107.37
31.5.2019,2144.78
28.6.2019,2171.71
31.7.2019,2176.49
30.8.2019,2232.89
30.9.2019,2210.1
31.10.2019,2227.69
29.11.2019,2226.55
31.12.2019,2225.05
31.1.2020,2267.82
28.2.2020,2308.64
31.3.2020,2295.05
30.4.2020,2335.85
29.5.2020,2346.72
30.6.2020,2361.51
31.7.2020,2396.78
31.8.2020,2377.43
30.9.2020,2376.13
30.10.2020,2365.52
30.11.2020,2388.73
31.12.2020,2392.02
29.1.2021,2374.87
26.2.2021,2340.58
31.3.2021,2311.35
30.4.2021,2329.61
31.5.2021,2337.22
30.6.2021,2353.64
30.7.2021,2379.96
31.8.2021,2375.43
30.9.2021,2354.86
29.10.2021,2354.21
30.11.2021,2361.18
31.12.2021,2355.14
31.1.2022,2304.4
28.2.2022,2278.69
31.3.2022,2215.38
29.4.2022,2131.31
31.5.2022,2145.05
30.6.2022,2111.4
29.7.2022,2162.99
31.8.2022,2101.88
30.9.2022,2011.06
31.10.2022,1985.01
30.11.2022,2058.01
30.12.2022,2048.73
31.1.2023,2111.76
28.2.2023,2057.16
31.3.2023,2109.41
28.4.2023,2122.2
31.5.2023,2099.09
30.6.2023,2091.6
31.7.2023,2090.15
31.8.2023,2076.8
29.9.2023,2024.02
31.10.2023,1992.08
30.11.2023,2082.29
29.12.2023,2162
31.1.2024,2156.06
29.2.2024,2125.6
29.3.2024,2145.23
30.4.2024,2091.04
31.5.2024,2126.49
28.6.2024,2146.63
31.7.2024,2196.77
30.8.2024,2228.33
30.9.2024,2258.17
31.10.2024,2202.17
29.11.2024,2225.45
31.12.2024,2189.03
31.1.2025,2200.64
28.2.2025,2249.06
31.3.2025,2249.91
30.4.2025,2258.75
30.5.2025,2242.58
30.6.2025,2277.06
31.7.2025,2271.05
29.8.2025,2298.22
30.9.2025,2323.29
31.10.2025,2337.8
28.11.2025,2352.33
31.12.2025,2348.85
30.1.2026,2351.36
27.2.2026,2389.86
